year,geo_name,geo,adult_smoking,adult_obesity,excessive_drinking,motor_vehicle_crash_deaths,homicide_rate,sexually_transmitted_infections,health_care_costs,diabetes,hiv_prevalence_rate,violent_crime,alcoholimpaired_driving_deaths
2015,Whiteside County,05000US17195,0.229,0.266,0.186,11.22,3.3,316.4,9857,0.103,36.6,180.99,0.286
2015,"Will County, IL",05000US17197,0.177,0.29,0.236,7.34,3.6,314.9,10964,0.094,103.9,167.23,0.46
2015,Williamson County,05000US17199,0.211,0.345,0.136,17.56,3.6,334.5,9530,0.102,74.3,533.28,0.311
2015,"Winnebago County, IL",05000US17201,0.214,0.294,0.178,10.31,6.4,591.6,9213,0.108,143.7,889.94,0.378
2015,Woodford County,05000US17203,0.175,0.3,0.18,13.01,None,184.8,8283,0.102,37.5,53.65,0.263
2015,Adams County,05000US18001,0.208,0.287,0.135,13.36,None,180.4,9048,0.1,21.3,None,0
2015,"Allen County, IN",05000US18003,0.21,0.326,0.168,8.32,6.4,563.2,9076,0.103,136.3,257.85,0.353
2015,Bartholomew County,05000US18005,0.194,0.339,0.158,13.24,2,256.5,9400,0.106,81.6,160.2,0.263
2015,Benton County,05000US18007,0.282,0.336,None,30.78,None,227.2,9660,0.126,80.6,None,0.091
2015,Blackford County,05000US18009,0.294,0.365,0.143,17.79,None,272,10711,0.124,None,111.12,0
2015,Boone County,05000US18011,0.171,0.272,0.189,10,2.7,242.6,9603,0.092,53.4,27.94,0.128
2015,Brown County,05000US18013,0.202,0.319,None,16.89,None,99.4,8016,0.119,48.3,17.5,0.286
2015,Carroll County,05000US18015,0.258,0.306,0.146,13.49,None,169.2,10394,0.109,None,86.61,0.167
2015,Cass County,05000US18017,0.23,0.347,0.144,14.3,None,212.5,10343,0.095,84.7,74.31,0.455
2015,"Clark County, IN",05000US18019,0.258,0.297,0.156,10.39,2.7,383.2,11746,0.128,147.4,589.32,0.274
2015,Clay County,05000US18021,0.229,0.363,None,19.08,None,275.7,11250,0.113,74.3,None,0.333
2015,Clinton County,05000US18023,0.189,0.294,0.115,17.21,None,296.8,9488,0.129,65.1,210.37,0.294
2015,Crawford County,05000US18025,0.253,0.374,None,30.49,None,225,10717,0.135,None,90.14,0.235
2015,Daviess County,05000US18027,0.236,0.321,0.162,18.7,None,315,11274,0.119,39.4,105.72,0.154
2015,Dearborn County,05000US18029,0.249,0.317,0.144,14.66,3.6,176.6,9183,0.112,36,62.64,0.326
2015,Decatur County,05000US18031,0.212,0.296,0.119,23.35,None,122.9,9798,0.123,35,None,0.318
2015,DeKalb County,05000US18033,0.223,0.27,0.135,10.52,None,224.5,8731,0.101,55.5,135.22,0.194
2015,"Delaware County, IN",05000US18035,0.252,0.334,0.119,9.74,2.9,562.4,9650,0.118,97.5,339.01,0.293
2015,Dubois County,05000US18037,0.183,0.299,0.225,12.27,None,173.5,9255,0.101,31.9,113.19,0.28
2015,"Elkhart County, IN",05000US18039,0.201,0.299,0.103,12.87,3.8,396.8,8867,0.093,94.6,263.9,0.244
2015,Fayette County,05000US18041,0.248,0.31,0.11,9.99,None,270.5,10400,0.131,29.3,None,0.182
2015,Floyd County,05000US18043,0.281,0.307,0.144,8.3,2.9,401.2,10682,0.098,154.4,184.64,0.258
2015,Fountain County,05000US18045,0.273,0.306,0.129,29.76,None,257,10163,0.131,34.4,None,0.125
2015,Franklin County,05000US18047,0.317,0.275,0.22,23.45,6.9,121.9,8942,0.124,None,54.75,0.4
2015,Fulton County,05000US18049,0.176,0.354,0.137,26.2,None,164,10118,0.115,None,163.29,0.176
2015,Gibson County,05000US18051,0.257,0.31,0.101,21.38,None,230.1,10268,0.114,42.2,109.14,0.059
2015,Grant County,05000US18053,0.287,0.331,0.124,11.02,3.3,422.6,10099,0.138,80.7,161.53,0.211
2015,Greene County,05000US18055,0.242,0.341,0.12,21.62,None,239.8,9991,0.145,41.5,42.01,0.235
2015,"Hamilton County, IN",05000US18057,0.124,0.229,0.19,5.49,0.7,165.8,9393,0.078,61.7,44.25,0.355
2015,Hancock County,05000US18059,0.204,0.296,0.165,9.56,None,265,9519,0.103,60.3,49.26,0.171
2015,Harrison County,05000US18061,0.134,0.34,0.183,19.15,None,235.1,10903,0.105,63.1,86.16,0.22
2015,"Hendricks County, IN",05000US18063,0.181,0.321,0.153,9.12,1.2,210.1,9873,0.092,135.2,None,0.25
2015,Henry County,05000US18065,0.283,0.305,0.086,14.86,3.2,269.5,9659,0.106,70.1,47.11,0.03
2015,Howard County,05000US18067,0.24,0.355,0.136,13.74,3.8,304.2,10458,0.125,122.2,259.05,0.257
2015,Huntington County,05000US18069,0.257,0.327,0.222,13.04,None,229.8,9337,0.132,51,88.58,0.036
2015,Jackson County,05000US18071,0.232,0.377,0.151,16.93,None,320.3,9030,0.118,83.1,262.77,0.143
2015,Jasper County,05000US18073,0.271,0.325,0.149,22.4,None,188.3,10698,0.115,61.2,None,0.297
2015,Jay County,05000US18075,0.256,0.347,0.102,18.67,None,210.6,9832,0.127,62.3,85.49,0.353
2015,Jefferson County,05000US18077,0.291,0.337,0.14,13.67,None,387,10874,0.11,87.6,None,0.192
2015,Jennings County,05000US18079,0.331,0.319,0.113,28.68,None,348,9654,0.112,29.1,153.86,0.242
2015,"Johnson County, IN",05000US18081,0.241,0.307,0.189,10.06,2.2,340.1,9645,0.104,90.7,230.34,0.175
2015,Knox County,05000US18083,0.303,0.343,0.136,15.63,None,498.4,10947,0.1,96.9,87.04,0.25
2015,Kosciusko County,05000US18085,0.219,0.313,0.118,14.08,None,225.5,8993,0.097,55.1,60.6,0.348
2015,LaGrange County,05000US18087,0.193,0.338,0.115,17.7,None,88,8063,0.105,22,41.98,0.45
2015,"Lake County, IN",05000US18089,0.24,0.354,0.184,9.97,17.1,530.6,11840,0.129,232.2,402.62,0.363
2015,"LaPorte County, IN",05000US18091,0.266,0.339,0.194,15.44,4.2,421.6,9611,0.099,192.5,181.68,0.35
2015,Lawrence County,05000US18093,0.201,0.344,0.112,20.73,4.3,275.6,9967,0.156,48.6,182.9,0.37
2015,"Madison County, IN",05000US18095,0.279,0.352,0.168,12.3,3.9,413.5,10718,0.124,145.1,258.27,0.167
2015,"Marion County, IN",05000US18097,0.242,0.313,0.157,10.36,12.3,1100,10068,0.109,474,1124.5,0.255
2015,Marshall County,05000US18099,0.21,0.322,0.111,19.45,None,138.2,9543,0.109,43.6,91.14,0.098
2015,Martin County,05000US18101,0.175,0.306,0.142,16.62,None,233.9,10220,0.112,None,89.97,0.222
2015,Miami County,05000US18103,0.311,0.334,0.195,18.1,None,224.7,10100,0.109,69.6,114.36,0.156
2015,"Monroe County, IN",05000US18105,0.178,0.228,0.173,8.4,2.9,438.9,8532,0.085,141.7,272.25,0.261
2015,Montgomery County,05000US18107,0.232,0.346,0.156,15.33,None,279.7,9337,0.117,100.6,167.82,0.2
2015,Morgan County,05000US18109,0.242,0.336,0.182,12.66,None,292.7,9707,0.108,77.3,None,0.216
2015,Newton County,05000US18111,0.417,0.357,0.254,34.1,None,185.1,9507,0.118,None,130.95,0.176
2015,Noble County,05000US18113,0.267,0.346,0.156,15.63,None,252.2,9031,0.108,33.4,61.85,0.091
2015,Ohio County,05000US18115,0.284,0.309,None,None,None,263.2,9520,0.119,None,None,0.25
2015,Orange County,05000US18117,0.282,0.317,0.151,13.69,None,259,11783,0.117,None,None,0.412
2015,Owen County,05000US18119,0.32,0.345,0.23,23.09,None,318.1,9079,0.122,70.6,None,0.167
2015,Parke County,05000US18121,0.3,0.286,0.148,23.91,None,421.8,9984,0.117,160.1,59.55,0.35
2015,Perry County,05000US18123,0.245,0.308,0.187,15.51,None,128.5,10812,0.107,66,None,0
2015,Pike County,05000US18125,0.184,0.344,None,27.69,None,250.7,9534,0.129,None,258.2,0.462
2015,"Porter County, IN",05000US18127,0.214,0.308,0.187,10.43,2.3,222.7,10672,0.089,80.3,126.96,0.293
2015,Posey County,05000US18129,0.215,0.313,0.188,13.75,None,250,10718,0.11,40.7,None,0.235
2015,Pulaski County,05000US18131,0.224,0.347,None,24.33,None,129.5,9779,0.136,None,235.87,0.25
2015,Putnam County,05000US18133,0.244,0.306,0.104,10.15,None,325.8,9959,0.118,126.9,61.37,0.24
2015,Randolph County,05000US18135,0.235,0.328,0.16,15.28,None,232.4,9199,0.136,49.3,24.93,0.176
2015,Ripley County,05000US18137,0.265,0.311,0.244,13.49,None,223.9,9177,0.1,None,111.97,0.125
2015,Rush County,05000US18139,0.219,0.309,0.078,14.72,None,251.5,9796,0.119,33.2,74.56,0
2015,"St. Joseph County, IN",05000US18141,0.208,0.286,0.191,8.42,6,407.4,8968,0.095,197.1,370.47,0.368
2015,Scott County,05000US18143,0.246,0.295,None,19.01,7.1,348.9,12236,0.119,57,350.11,0.148
2015,Shelby County,05000US18145,0.27,0.308,0.156,19.68,4.4,249.6,10894,0.112,50.2,77.28,0.146
2015,Spencer County,05000US18147,0.2,0.303,0.197,21.13,None,259.2,9705,0.106,40,14.25,0.107
2015,Starke County,05000US18149,0.326,0.347,0.201,32.49,None,81.9,9926,0.105,59.9,178.27,0.31
2015,Steuben County,05000US18151,0.217,0.332,0.203,18.86,None,190.5,8661,0.118,58.3,70.12,0.294
2015,Sullivan County,05000US18153,0.25,0.308,0.158,25.31,None,207.7,9733,0.12,69.7,81.2,0.429
2015,Switzerland County,05000US18155,0.292,0.315,0.168,24.67,None,201.5,10800,0.132,60.3,None,0.333
2015,"Tippecanoe County, IN",05000US18157,0.147,0.255,0.173,8.2,1.4,496.9,9667,0.086,72.8,274.04,0.321
2015,Tipton County,05000US18159,0.254,0.332,None,15.15,None,82.8,10273,0.122,None,125.55,0
2015,Union County,05000US18161,0.298,0.334,None,28.74,None,81.5,9917,0.114,None,None,0.3
2015,"Vanderburgh County, IN",05000US18163,0.251,0.332,0.149,9.58,4,501.5,10053,0.127,147.1,386.13,0.253
2015,Vermillion County,05000US18165,0.247,0.312,0.21,19.23,None,174.6,10203,0.13,56.6,181.11,0.4
2015,"Vigo County, IN",05000US18167,0.234,0.315,0.164,13.96,4.1,431.6,10951,0.096,217.1,223.26,0.221
2015,Wabash County,05000US18169,0.193,0.33,0.191,17.74,None,163.8,9140,0.134,37.2,None,0.263
2015,Warren County,05000US18171,0.193,0.291,None,20.14,None,215.8,10001,0.116,None,None,0.091
2015,Warrick County,05000US18173,0.137,0.297,0.134,11.15,None,188.5,10665,0.108,35.5,253.68,0.174
2015,Washington County,05000US18175,0.371,0.288,0.135,22.82,None,197,11206,0.105,58,None,0.212
2015,Wayne County,05000US18177,0.26,0.276,0.098,11.18,3.3,333.6,10721,0.102,114.6,282.66,0.235
2015,Wells County,05000US18179,0.205,0.292,0.078,11.33,None,242.3,9622,0.108,26.2,33.64,0.375
2015,White County,05000US18181,0.217,0.32,0.11,21.41,None,343.9,10269,0.113,77.7,129.19,0.138
2015,Whitley County,05000US18183,0.215,0.326,0.211,17.7,None,209.9,8551,0.099,20.6,None,0.214
2015,Adair County,05000US19001,0.185,0.323,0.188,22.26,None,80.2,8461,0.112,None,65.33,0.053
2015,Adams County,05000US19003,None,0.325,None,None,None,255.7,8505,0.095,None,454.58,0.286
2015,Allamakee County,05000US19005,0.171,0.295,0.24,18.97,None,189.6,6642,0.089,None,None,0.381
2015,Appanoose County,05000US19007,0.276,0.295,0.233,28.68,None,181.1,8378,0.096,None,310.17,0.176
2015,Audubon County,05000US19009,0.235,0.326,0.174,None,None,372.3,8443,0.111,None,None,0.111
2015,Benton County,05000US19011,0.223,0.3,0.189,21.38,None,205.2,8680,0.097,None,83.27,0.333
2015,"Black Hawk County, IA",05000US19013,0.206,0.286,0.192,9.57,2.5,666.8,8978,0.097,66.7,407.42,0.271
2015,Boone County,05000US19015,0.224,0.303,0.218,21.67,None,232.9,8821,0.094,58.3,259.14,0.273
2015,Bremer County,05000US19017,0.136,0.304,0.241,8.25,None,216.5,9423,0.097,24.3,255.98,0.25
2015,Buchanan County,05000US19019,0.18,0.312,0.195,14.96,None,229.2,8332,0.103,None,71.87,0.444
2015,Buena Vista County,05000US19021,0.116,0.299,0.191,13.49,None,276.8,7787,0.1,58.9,304.36,0.188
2015,Butler County,05000US19023,0.104,0.279,0.154,24.92,None,213.5,8972,0.095,40.7,15.62,0.111
2015,Calhoun County,05000US19025,0.224,0.305,0.273,23.26,None,191.7,8992,0.109,None,75.72,0.3
2015,Carroll County,05000US19027,0.213,0.3,0.201,21.31,None,213.3,7338,0.091,None,None,0.133
2015,Cass County,05000US19029,0.154,0.319,0.186,20.54,None,306.1,8157,0.087,None,145.74,0.188
2015,Cedar County,05000US19031,0.185,0.32,0.212,13.19,None,228.1,7291,0.107,None,80.98,0.133
2015,Cerro Gordo County,05000US19033,0.179,0.297,0.184,12.28,None,251.2,7355,0.111,45,119.87,0.182
2015,Cherokee County,05000US19035,0.097,0.334,0.187,30.8,None,125.6,8307,0.102,None,280.81,0.091
2015,Chickasaw County,05000US19037,0.146,0.303,0.295,12.61,None,130.3,8469,0.091,None,64.02,0
2015,Clarke County,05000US19039,0.327,0.287,None,23.15,None,309.5,9145,0.091,66.3,103.52,0
2015,Clay County,05000US19041,0.201,0.285,0.181,17.12,None,247,6763,0.088,None,47.93,0
2015,Clayton County,05000US19043,0.169,0.31,0.333,22.85,None,134.6,7642,0.084,38.8,53.27,0.208
2015,Clinton County,05000US19045,0.275,0.302,0.235,13.95,None,361.3,9176,0.11,53.2,389.32,0.226
2015,Crawford County,05000US19047,0.129,0.301,0.162,17.6,None,369.7,7557,0.089,None,48.43,0.333
2015,Dallas County,05000US19049,0.116,0.306,0.19,8.45,None,191.8,7495,0.083,39.5,166.56,0.231
2015,Davis County,05000US19051,0.234,0.308,0.191,None,None,241.7,8135,0.11,None,144.09,0.5
2015,Decatur County,05000US19053,0.19,0.301,None,18.61,None,351.4,8704,0.095,None,None,0.222
2015,Delaware County,05000US19055,0.203,0.373,0.221,17.67,None,153.6,7379,0.098,None,181.83,0.235
2015,Des Moines County,05000US19057,0.208,0.323,0.192,13.13,None,453.6,8419,0.126,64.7,476.13,0.235
2015,Dickinson County,05000US19059,0.203,0.31,0.167,16.21,None,141.4,6973,0.09,None,57.56,0
2015,Dubuque County,05000US19061,0.1,0.286,0.308,9.35,1.7,401.7,7853,0.095,43.8,173.26,0.192
2015,Emmet County,05000US19063,0.21,0.323,0.28,13.85,None,375.5,9044,0.093,None,217.53,0.333
2015,Fayette County,05000US19065,0.21,0.401,0.222,17.03,None,197.2,8961,0.105,34.1,188.68,0.133
2015,Floyd County,05000US19067,0.16,0.331,0.169,8.76,None,323.9,8681,0.111,None,110.6,0.222
2015,Franklin County,05000US19069,0.188,0.314,0.159,18.72,None,293.7,8961,0.097,None,None,0.333
2015,Fremont County,05000US19071,0.169,0.332,0.121,19.17,None,167.9,9269,0.099,None,None,0.357
2015,Greene County,05000US19073,0.229,0.291,None,22.84,None,371.5,7622,0.097,None,42.77,0.389
2015,Grundy County,05000US19075,0.111,0.306,0.177,None,None,200.8,8289,0.102,None,56.03,0.286
2015,Guthrie County,05000US19077,0.09,0.352,0.167,None,None,157.7,8148,0.093,None,50.1,0.333
2015,Hamilton County,05000US19079,0.225,0.282,0.15,16.32,None,345.4,9380,0.106,46.1,280.7,0.182
2015,Hancock County,05000US19081,0.199,0.312,0.196,None,None,44.9,9196,0.099,None,91.13,0.357
2015,Hardin County,05000US19083,0.202,0.344,0.186,20.3,None,190.7,9023,0.097,None,119.65,0.063
2015,Harrison County,05000US19085,0.223,0.296,0.197,19.09,None,226.8,9789,0.09,None,78.09,0.25
2015,Henry County,05000US19087,0.168,0.337,0.18,17.62,None,380.5,7001,0.107,65,248.92,0.263
2015,Howard County,05000US19089,0.11,0.313,0.217,20.84,None,125.5,7668,0.102,None,72.96,0.25
2015,Humboldt County,05000US19091,0.174,0.345,0.202,24.61,None,226.1,8491,0.103,None,20.32,0.545
2015,Ida County,05000US19093,None,0.304,0.232,21.97,None,182.9,9906,0.104,None,60.95,0
2015,Iowa County,05000US19095,0.122,0.308,0.179,11.37,None,191.5,7850,0.094,44.5,140.3,0.222
2015,Jackson County,05000US19097,0.105,0.311,0.253,14.37,None,258.7,8330,0.112,None,None,0.471
2015,Jasper County,05000US19099,0.189,0.339,0.192,14.7,None,308.7,7314,0.107,44.5,143.81,0.13
2015,Jefferson County,05000US19101,0.214,0.278,None,15.4,None,160.1,8608,0.101,33.8,110.55,0.235
2015,"Johnson County, IA",05000US19103,0.135,0.235,0.224,6.64,2.3,512.8,7009,0.055,165.2,235.86,0.259
2015,Jones County,05000US19105,0.217,0.306,0.316,14.51,None,184.1,8514,0.092,34.4,31.41,0.308
2015,Keokuk County,05000US19107,0.238,0.313,0.224,21.67,None,241,7628,0.1,69.9,113.57,0.25
2015,Kossuth County,05000US19109,0.155,0.315,0.158,18.26,None,117.3,7911,0.112,None,113.68,0.25
2015,Lee County,05000US19111,0.207,0.361,0.261,19.11,None,446.4,7700,0.1,39.4,523.82,0.219
2015,"Linn County, IA",05000US19113,0.161,0.279,0.194,8.24,1.9,464,8474,0.09,64.9,211.67,0.328
2015,Louisa County,05000US19115,0.23,0.321,0.216,23.43,None,328.1,7529,0.102,86.6,105.12,0.533
2015,Lucas County,05000US19117,None,0.305,None,18.99,None,239.7,8301,0.103,None,254.45,0
2015,Lyon County,05000US19119,0.169,0.318,0.162,17.23,None,102.1,7946,0.09,None,238.55,0.4
2015,Madison County,05000US19121,0.131,0.331,0.143,11.03,None,172.5,7368,0.095,71.2,57.1,0.333
2015,Mahaska County,05000US19123,0.15,0.287,0.076,12.75,None,280.7,7672,0.093,26.1,240.65,0.05
2015,Marion County,05000US19125,0.183,0.3,0.105,8.99,None,224.4,8665,0.088,36.3,214.97,0.267
2015,Marshall County,05000US19127,0.222,0.324,0.16,17.35,None,477.3,7477,0.1,70.8,353.86,0.222
2015,Mills County,05000US19129,0.281,0.29,0.209,19.88,None,175.2,8849,0.09,None,291.73,0.154
2015,Mitchell County,05000US19131,0.146,0.281,0.134,19.86,None,83.9,7319,0.099,None,66.21,0.143
2015,Monona County,05000US19133,0.17,0.293,0.181,23.04,None,175.4,8441,0.106,None,15.93,0.118
2015,Monroe County,05000US19135,0.149,0.342,0.197,19.75,None,223.2,7090,0.104,None,141.26,0.286
2015,Montgomery County,05000US19137,0.242,0.324,0.116,23.77,None,236.6,9577,0.099,None,197.4,0.1
2015,Muscatine County,05000US19139,0.21,0.36,0.207,11.74,None,347.5,8328,0.097,35.3,430.48,0.083
2015,O'Brien County,05000US19141,None,0.287,0.127,15.92,None,127,8337,0.099,None,81.14,0.286
2015,Osceola County,05000US19143,None,0.29,None,24.2,None,145.3,7294,0.097,None,10.34,0
2015,Page County,05000US19145,0.162,0.33,0.15,18.72,None,381.8,9646,0.115,59.4,122.08,0.25
2015,Palo Alto County,05000US19147,None,0.293,0.251,25.65,None,107.8,8323,0.109,None,169.33,0
2015,Plymouth County,05000US19149,0.141,0.318,0.258,18.34,None,269,8515,0.095,None,81.23,0.353
2015,Pocahontas County,05000US19151,0.2,0.31,0.249,None,None,125.9,8220,0.126,None,123.48,0.667
2015,"Polk County, IA",05000US19153,0.176,0.282,0.193,8.87,2.4,463.1,7762,0.078,139.6,330.02,0.273
2015,Pottawattamie County,05000US19155,0.215,0.35,0.216,12.85,3.7,428.4,8451,0.105,96.5,789.85,0.233
2015,Poweshiek County,05000US19157,0.169,0.294,0.166,11.31,None,405.6,6748,0.09,43.4,142.6,0.059
2015,Ringgold County,05000US19159,None,0.318,None,None,None,157,9100,0.104,None,None,0.167
2015,Sac County,05000US19161,0.21,0.29,0.264,27.47,None,98.5,9062,0.098,None,82.4,0.25
2015,"Scott County, IA",05000US19163,0.175,0.31,0.239,8.46,3.2,555.1,9180,0.087,126.1,492.62,0.313
2015,Shelby County,05000US19165,0.205,0.299,0.248,20.99,None,124.3,8763,0.108,None,14.21,0.455
2015,Sioux County,05000US19167,0.118,0.267,0.136,12.76,None,134.2,8279,0.074,18,111.02,0.211
2015,Story County,05000US19169,0.107,0.254,0.18,8.89,2.2,362.1,7969,0.055,44.7,241.13,0.091
2015,Tama County,05000US19171,0.179,0.319,0.236,21.59,None,365,8225,0.112,None,272.64,0.5
2015,Taylor County,05000US19173,0.188,0.304,None,None,None,209.4,9098,0.105,None,10.53,0.25
2015,Union County,05000US19175,0.15,0.346,None,19.5,None,341.4,7079,0.124,None,183.02,0
2015,Van Buren County,05000US19177,None,0.306,None,30.07,None,147.7,8117,0.107,None,167.26,0.143
2015,Wapello County,05000US19179,0.212,0.312,0.14,18.51,None,489.2,8694,0.111,63.9,264.5,0.05
2015,Warren County,05000US19181,0.139,0.287,0.202,13.11,None,196.2,7703,0.092,23.8,203.43,0.148
2015,Washington County,05000US19183,0.162,0.3,0.143,13.82,None,260.1,7250,0.1,39,336.07,0.133
2015,Wayne County,05000US19185,0.198,0.321,None,29.1,None,173.4,9227,0.114,None,46.94,0
2015,Webster County,05000US19187,0.198,0.278,0.193,16.51,None,448,8280,0.103,25.4,371.83,0.125
2015,Winnebago County,05000US19189,0.096,0.325,0.144,None,None,217,7507,0.101,None,107.3,0
2015,Winneshiek County,05000US19191,0.109,0.252,0.21,12.23,None,166.2,6573,0.078,None,23.69,0.273
2015,"Woodbury County, IA",05000US19193,0.233,0.316,0.203,10.83,2.2,561,8590,0.094,79.5,330.75,0.386
2015,Worth County,05000US19195,0.17,0.303,None,28.19,None,146.3,7681,0.105,None,65.76,0.2
2015,Wright County,05000US19197,0.167,0.333,0.216,18.28,None,207.8,8982,0.095,None,139.6,0.375
2015,Allen County,05000US20001,0.19,0.344,0.11,34.03,None,180.2,9406,0.108,44.3,294.39,0.5
2015,Anderson County,05000US20003,0.166,0.311,0.148,28.36,None,189.5,9262,0.094,None,292.53,0.308
2015,Atchison County,05000US20005,0.236,0.304,0.177,18.63,None,285.5,8391,0.104,57.1,247.87,0.35
2015,Barber County,05000US20007,0.22,0.342,0.093,52.53,None,205.7,9223,0.107,None,221.22,0.429
2015,Barton County,05000US20009,0.169,0.359,0.137,17.63,None,410.1,10172,0.104,104.7,410.74,0.217
2015,Bourbon County,05000US20011,0.192,0.382,0.102,22.78,None,261.8,8694,0.103,56.2,329.64,0.333
2015,Brown County,05000US20013,0.207,0.315,0.094,28.58,None,253,9906,0.128,None,176.58,0.357
2015,Butler County,05000US20015,0.169,0.319,0.123,17.55,None,250.7,9460,0.094,59.8,213.03,0.275
2015,Chase County,05000US20017,0.201,0.309,0.153,None,None,None,7782,0.107,None,94.91,0.2
2015,Chautauqua County,05000US20019,0.278,0.317,None,None,None,252,10958,0.114,None,None,0.333
2015,Cherokee County,05000US20021,0.214,0.391,0.116,23.79,None,282.7,10243,0.125,53.6,279.76,0.321
2015,Cheyenne County,05000US20023,None,0.318,None,None,None,None,11405,0.121,None,134.13,0.333
2015,Clark County,05000US20025,None,0.314,None,None,None,None,11980,0.123,None,121.25,0
2015,Clay County,05000US20027,0.179,0.343,0.151,18.41,None,82.1,9687,0.104,None,155.39,0.667
2015,Cloud County,05000US20029,0.161,0.335,0.137,24.07,None,415,9286,0.123,None,367.9,0.333
2015,Coffey County,05000US20031,0.161,0.326,0.122,28.35,None,141.1,9251,0.093,None,138.51,0.385
2015,Comanche County,05000US20033,None,0.342,None,None,None,418.2,8677,0.12,None,None,0.667
2015,Cowley County,05000US20035,0.18,0.369,0.104,17.37,None,534.6,8368,0.119,42.7,378.74,0.379
2015,Crawford County,05000US20037,0.209,0.364,0.154,15.72,None,464.9,10491,0.102,72.8,331.56,0.5
2015,Decatur County,05000US20039,0.194,0.346,None,None,None,None,10579,0.131,None,167.79,0.667
2015,Dickinson County,05000US20041,0.197,0.326,0.183,15.25,None,197.3,7671,0.107,28.2,164.48,0.556
2015,Doniphan County,05000US20043,0.167,0.348,None,21.59,None,190.7,8917,0.097,None,238.23,0.5
2015,"Douglas County, KS",05000US20045,0.156,0.245,0.192,6.88,None,487.3,8254,0.061,89.1,387.3,0.27
2015,Edwards County,05000US20047,None,0.325,None,47.06,None,None,11820,0.113,None,None,0.667
2015,Elk County,05000US20049,0.159,0.348,None,None,None,None,8867,0.135,None,88.24,1
2015,Ellis County,05000US20051,0.151,0.301,0.189,17.68,None,375.2,9938,0.082,29.1,333.88,0.452
2015,Ellsworth County,05000US20053,0.124,0.336,0.141,None,None,None,10711,0.105,87.5,209.87,0.294
2015,Finney County,05000US20055,0.209,0.324,0.185,23.16,4,481.2,8115,0.091,63.4,383.58,0.516
2015,Ford County,05000US20057,0.17,0.333,0.147,21.49,None,385.6,9050,0.094,98.5,410.11,0.362
2015,Franklin County,05000US20059,0.219,0.336,0.141,20.44,None,308.8,9309,0.123,71,276.17,0.412
2015,Geary County,05000US20061,0.255,0.326,0.147,13.77,6.5,702.4,8585,0.079,137,498.83,0.423
2015,Gove County,05000US20063,None,0.323,None,None,None,None,12322,0.132,None,224.47,0.6
2015,Graham County,05000US20065,0.172,0.319,None,None,None,None,12597,0.114,None,152.59,1
2015,Grant County,05000US20067,0.164,0.34,0.196,25.65,None,265.1,7311,0.097,None,236.16,0.125
2015,Gray County,05000US20069,0.137,0.291,0.15,31.35,None,82.9,7394,0.091,None,71.45,0.25
2015,Greeley County,05000US20071,None,0.308,None,None,None,None,12255,0.109,None,212.43,0.667
2015,Greenwood County,05000US20073,0.214,0.34,0.121,27.53,None,139.4,11287,0.11,None,154.24,0.286
2015,Hamilton County,05000US20075,None,0.328,None,None,None,227.4,13167,0.092,None,None,0.5
2015,Harper County,05000US20077,0.229,0.321,0.108,35.65,None,186.1,10346,0.113,None,167.82,0.429
2015,Harvey County,05000US20079,0.1,0.338,0.098,18.3,None,261.1,8294,0.097,41.9,359.65,0.226
2015,Haskell County,05000US20081,0.239,0.33,None,44.06,None,282,10244,0.089,None,232.18,0.667
2015,Hodgeman County,05000US20083,None,0.305,None,None,None,None,7149,0.111,None,189,0.4
2015,Jackson County,05000US20085,0.269,0.368,0.142,25.63,None,267.7,9489,0.112,None,203.84,0.263
2015,Jefferson County,05000US20087,0.186,0.33,0.192,28.53,None,116.1,9225,0.099,69.1,200.31,0.304
2015,Jewell County,05000US20089,0.101,0.317,None,None,None,None,9690,0.141,None,None,0.5
2015,"Johnson County, KS",05000US20091,0.126,0.23,0.182,6.56,1.6,262.2,9523,0.07,126.7,164.68,0.427
2015,Kearny County,05000US20093,0.177,0.313,None,46.83,None,302.4,9751,0.111,None,299.48,0.222
2015,Kingman County,05000US20095,0.148,0.306,0.1,30.64,None,178,12193,0.12,None,155.4,0.25
2015,Kiowa County,05000US20097,None,0.311,None,None,None,160.3,9321,0.1,None,52.06,0.286
2015,Labette County,05000US20099,0.212,0.344,0.151,25.03,None,319.5,9345,0.12,65.2,507.91,0.273
2015,Lane County,05000US20101,None,0.351,None,None,None,None,11336,0.119,None,151.83,0
2015,Leavenworth County,05000US20103,0.183,0.311,0.168,12.32,3.4,334.5,9314,0.091,178.8,455.52,0.44
2015,Lincoln County,05000US20105,0.118,0.309,None,None,None,None,16931,0.108,None,71.91,0.5
2015,Linn County,05000US20107,0.227,0.35,0.103,27.95,None,222.4,8434,0.111,None,248.45,0.143
2015,Logan County,05000US20109,0.243,0.319,None,None,None,None,13307,0.131,None,144.67,1
2015,Lyon County,05000US20111,0.155,0.324,0.137,14.44,None,465.2,8637,0.093,35.1,265.72,0.192
2015,McPherson County,05000US20113,0.139,0.307,0.12,17.6,None,235,8273,0.092,40.9,201.42,0.111
2015,Marion County,05000US20115,0.183,0.321,0.147,29.43,None,145.8,9004,0.097,None,112.11,0.059
2015,Marshall County,05000US20117,0.191,0.339,0.21,18.37,None,139.7,9423,0.118,None,118.27,0.444
2015,Meade County,05000US20119,0.215,0.29,None,None,None,91,10237,0.112,None,580.57,0.429
